cal_dt,rtl_week_beg_dt,TOT_GMB_PLAN,nonpaid_session,seo_session,crm_clicks,pla_spend,pla_impressions,pla_clicks,pla_igmb,pla_inorb,pla_iab,pla_norb,pla_ab,pla_irev,pla_trans_cnt,text_spend,text_impressions,text_clicks,text_igmb,text_inorb,text_iab,text_norb,text_ab,text_irev,text_trans_cnt,epn_spend,epn_clicks,epn_igmb,epn_inorb,epn_iab,epn_norb,epn_ab,epn_irev,epn_trans_cnt,app_spend,app_impressions,app_clicks,app_igmb,app_inorb,app_iab,app_norb,app_ab,app_irev,app_trans_cnt,social_spend,social_impressions,social_clicks,social_igmb,social_inorb,social_iab,social_norb,social_ab,social_irev,social_trans_cnt,display_spend,display_impressions,display_clicks,display_igmb,display_inorb,display_iab,display_norb,display_ab,display_irev,display_trans_cnt
2020/3/18,2020/3/15,90345852.22,30179963.00,1689094.00,12387782.00,294496.27,423687620.00,4984769.00,8339372.09,25121.31,37979.50,24626.00,43700.00,819062.18,183685.00,117443.42,13696977.00,481558.00,1368959.22,4551.21,6538.33,5208.00,8734.00,149434.51,29476.00,201088.77,2130111.00,5097439.26,5399.68,8650.46,6835.00,14356.00,486420.11,150582.00,1537.63,173728.00,12577.00,13162.48,32.19,33.57,33.00,110.00,10529.99,226.00,56625.19,9695111.00,290193.00,347684.54,23.20,67.46,232.00,880.00,34686.61,42308.00,18881.41,10556276.00,131388.00,554910.98,328.76,335.16,185.00,275.00,50869.11,2484.00
2020/3/19,2020/3/15,92361739.36,30058499.00,1697720.00,12263731.00,291423.69,423167391.00,4951459.00,8651134.70,26061.99,39131.18,25552.00,44940.00,855440.30,186304.00,135272.40,15472075.00,538787.00,1601369.33,5192.40,7404.58,5963.00,9901.00,174667.83,33574.00,197129.06,2131593.00,5064433.97,5495.83,8807.25,6950.00,14693.00,463896.28,152713.00,1277.01,138070.00,11040.00,13197.86,33.09,35.02,34.00,110.00,10558.29,217.00,70902.54,12774804.00,355443.00,367509.65,27.60,66.39,276.00,844.00,35621.07,42532.00,15295.64,8973202.00,116810.00,475727.68,285.52,292.21,166.00,259.00,47167.04,2441.00
2020/3/20,2020/3/15,87952527.34,29682543.00,1666585.00,12131929.00,283616.75,429316767.00,4962127.00,8146555.03,26166.62,39038.96,25656.00,44751.00,811355.04,182997.00,162712.67,17299533.00,631743.00,1731668.70,6110.59,8622.40,7031.00,11548.00,189747.91,38318.00,194446.10,2152360.00,4888871.59,5488.42,8751.09,7023.00,14789.00,445014.45,150981.00,1295.99,136804.00,10570.00,11441.67,25.27,26.93,27.00,95.00,9153.33,178.00,156062.64,28907020.00,702458.00,370039.89,30.40,81.76,304.00,1056.00,36872.06,47048.00,18753.60,12015050.00,145728.00,676165.40,280.08,286.09,159.00,247.00,52493.06,2760.00
2020/3/21,2020/3/15,84068715.19,29080856.00,1831605.00,11321431.00,314252.17,491352749.00,5665611.00,9171725.98,30534.34,45846.86,29947.00,52664.00,905368.77,215874.00,200203.11,20678512.00,789384.00,2065874.78,7923.13,11063.92,9156.00,14845.00,231887.36,48742.00,190995.42,2348325.00,4850541.95,6185.27,9726.12,7650.00,15793.00,452734.47,157215.00,1341.65,165461.00,13796.00,15947.04,29.21,31.00,30.00,124.00,12757.64,293.00,76645.67,14055567.00,390763.00,355801.08,32.80,88.81,328.00,1148.00,36795.67,48436.00,18908.22,16171464.00,175758.00,608545.48,349.49,357.21,194.00,307.00,66995.12,3264.00
2020/3/22,2020/3/22,92713105.28,29429744.00,1885338.00,11352692.00,337229.69,520975608.00,5983543.00,9995888.15,32356.02,49203.52,31731.00,56724.00,974986.11,235246.00,239816.20,22541819.00,880809.00,2314834.19,8404.21,11879.49,9719.00,16055.00,306194.78,53337.00,209281.57,2446154.00,5345432.86,6560.22,10458.90,8241.00,17352.00,500763.57,174763.00,1346.75,196851.00,16228.00,17076.07,36.06,38.45,37.00,138.00,13660.86,313.00,75832.50,14188795.00,435100.00,417647.03,32.80,100.55,328.00,1320.00,42870.15,56296.00,18104.38,17681000.00,189603.00,672456.19,319.26,325.95,184.00,282.00,69507.84,3437.00
2020/3/23,2020/3/22,97272425.29,32293904.00,1850881.00,14489019.00,313860.89,473286112.00,5344885.00,9648681.20,30190.57,45371.52,29591.00,52111.00,930795.91,216811.00,229182.49,20212124.00,764917.00,2129374.56,7763.84,10985.20,8935.00,14706.00,234163.46,47973.00,222984.37,2397715.00,5947024.57,6886.18,10844.00,8682.00,17826.00,539647.32,177869.00,1308.30,203232.00,16254.00,18384.27,31.16,32.53,32.00,146.00,14707.42,299.00,54594.38,10281745.00,424275.00,386483.86,32.40,78.84,324.00,1004.00,37980.31,47844.00,22959.73,19639167.00,200369.00,683826.51,321.76,328.72,188.00,281.00,65328.70,3643.00
2020/3/24,2020/3/22,97493791.08,31306152.00,1855035.00,12922156.00,338309.39,486423065.00,5505725.00,9791805.77,30763.74,45821.20,30155.00,52492.00,943398.71,219375.00,219247.26,20440464.00,765420.00,2041457.90,7569.05,10623.32,8725.00,14231.00,222313.34,47194.00,232566.93,2432998.00,5886482.84,6788.34,10717.52,8451.00,17390.00,544646.04,173736.00,1366.57,192658.00,14415.00,14479.88,35.08,36.33,36.00,114.00,11583.90,274.00,51709.78,10778382.00,408648.00,491206.27,21.60,50.56,216.00,640.00,49622.50,64304.00,29366.78,26012816.00,269900.00,770554.79,429.90,438.10,235.00,355.00,78736.89,4051.00
2020/3/25,2020/3/22,97877813.10,31648766.00,1860034.00,13375979.00,351662.95,506172079.00,5701268.00,9946216.12,31211.96,46375.64,30596.00,53091.00,962738.41,224413.00,203209.59,19838357.00,739826.00,2042840.39,7481.09,10463.25,8629.00,13975.00,219999.27,46777.00,224208.74,2480343.00,5798031.44,6450.26,10268.88,8201.00,16976.00,534971.09,179471.00,1279.97,189038.00,14176.00,15827.07,29.20,30.93,30.00,134.00,12661.66,277.00,51496.29,10862846.00,363661.00,399042.99,12.00,25.66,120.00,320.00,41907.93,55484.00,35635.35,25479535.00,276681.00,858832.70,396.16,408.73,235.00,419.00,77704.10,7364.00
2020/3/26,2020/3/22,96265907.19,31681638.00,1895986.00,13168131.00,296770.26,485533801.00,5544535.00,9786953.10,31231.94,46074.35,30619.00,52637.00,949537.08,222066.00,190977.02,19513241.00,711158.00,1949188.90,7027.09,9871.09,8108.00,13235.00,207429.55,45441.00,235242.76,2485115.00,5971007.37,6807.32,10695.48,8640.00,17523.00,534932.74,169007.00,1315.38,171885.00,12336.00,17644.40,38.00,39.44,39.00,123.00,14115.52,321.00,72170.51,21953179.00,401656.00,416546.83,18.40,27.42,184.00,316.00,41332.07,56740.00,34644.47,24772184.00,276754.00,944674.90,426.30,440.30,251.00,456.00,87617.78,8303.00
2020/3/27,2020/3/22,94500567.38,31702510.00,1915369.00,13381382.00,241734.56,506132622.00,5602667.00,9257770.66,29697.80,44213.52,29119.00,50653.00,903155.03,217310.00,126684.34,15947319.00,560799.00,1464227.57,5432.14,7635.89,6274.00,10267.00,157068.12,36033.00,220314.75,2420908.00,5263347.72,6611.35,10325.98,8149.00,16661.00,505294.56,168834.00,1308.26,199779.00,13517.00,16984.84,39.98,41.76,41.00,141.00,13587.88,303.00,155340.86,41180666.00,808060.00,396692.31,20.00,38.30,200.00,468.00,41114.74,61380.00,25338.44,15744535.00,196136.00,1035601.41,434.18,447.16,247.00,437.00,86840.30,6824.00
2020/3/28,2020/3/22,91610517.32,31406990.00,2116794.00,12439726.00,225230.51,564225879.00,6525420.00,9942766.46,33060.87,49129.50,32425.00,56263.00,985690.67,245162.00,142905.32,20692525.00,727970.00,1722236.08,6316.93,8899.04,7317.00,12032.00,184220.74,43904.00,215500.13,2709414.00,5343440.01,7256.43,11305.13,8860.00,17971.00,512387.56,176349.00,1342.51,182477.00,13527.00,21130.83,47.65,49.58,49.00,158.00,16904.66,326.00,228395.66,45643666.00,867332.00,499880.40,29.20,49.96,292.00,596.00,46214.03,65644.00,32400.95,18767048.00,232370.00,1074714.99,533.42,548.65,313.00,536.00,102692.48,7778.00
2020/3/29,2020/3/29,96376162.97,31631040.00,2163942.00,12040919.00,214894.80,551003922.00,6523704.00,10199795.14,32511.50,49021.94,31884.00,56376.00,1007528.13,250270.00,146429.33,22404204.00,778591.00,1789447.24,6415.60,9214.27,7434.00,12534.00,192402.78,47718.00,224934.34,2799595.00,5322977.03,7023.81,10881.89,8792.00,17894.00,516161.31,185142.00,1374.51,193376.00,15571.00,22353.66,55.50,57.98,57.00,181.00,17882.92,415.00,107364.59,17977899.00,427384.00,444462.48,27.60,47.00,276.00,560.00,46374.17,68800.00,36545.62,28057477.00,322720.00,1183087.40,575.10,592.24,326.00,577.00,112048.04,8197.00
2020/3/30,2020/3/29,101494025.37,34382491.00,2114253.00,15338530.00,170242.46,486074538.00,5709385.00,9815724.93,30183.90,44926.79,29586.00,51456.00,952569.94,227637.00,154669.42,21277836.00,742009.00,1873756.45,6806.72,9549.62,7859.00,12800.00,201850.93,46075.00,239542.35,2698602.00,5953810.85,7018.24,10819.17,9075.00,18221.00,547442.16,186896.00,1341.84,197718.00,13071.00,21245.24,39.95,41.87,41.00,152.00,16996.20,410.00,91278.30,13392908.00,367226.00,464557.65,26.40,44.16,264.00,524.00,45786.06,61500.00,43412.77,28682536.00,312087.00,1266170.61,610.48,629.06,338.00,610.00,126437.61,7604.00
2020/3/31,2020/3/29,108993014.89,33571313.00,2131972.00,13927281.00,168651.02,508878998.00,5755478.00,9967052.64,30794.88,45631.09,30191.00,52200.00,967387.15,235468.00,142577.84,21336794.00,733783.00,1958028.78,6969.56,9781.91,8043.00,13139.00,208243.45,47164.00,278075.09,2791729.00,6589503.62,7582.37,11526.51,9846.00,19290.00,585257.27,196690.00,207.84,26974.00,1557.00,16136.60,30.23,31.61,31.00,124.00,12909.28,339.00,56317.26,7870091.00,204433.00,438337.94,22.40,43.44,224.00,532.00,45956.76,64480.00,34474.81,23942667.00,272064.00,1190180.18,579.18,593.66,332.00,544.00,110929.05,7225.00
2020/4/1,2020/3/29,112059248.32,33701922.00,2066711.00,14344538.00,341467.21,533163403.00,5871811.00,11352713.66,36562.87,53451.02,35848.00,60900.00,1112202.47,262240.00,109766.63,20252038.00,694784.00,1939867.90,7224.74,10002.93,8344.00,13376.00,207966.94,48444.00,270610.71,2870622.00,6829112.12,8187.87,12559.15,10488.00,20844.00,628374.24,213891.00,1871.02,277297.00,18150.00,34455.76,65.34,67.97,67.00,242.00,27564.60,550.00,18907.32,4579520.00,287486.00,360563.93,22.20,41.87,222.00,510.00,37179.87,53157.00,26670.64,16592508.00,194299.00,937629.38,538.64,551.61,309.00,490.00,90160.79,6814.00
2020/4/2,2020/3/29,110963457.23,34311885.00,2100785.00,14555703.00,319452.42,532371483.00,5906705.00,11364322.84,37806.78,55116.76,37068.00,62747.00,1113272.85,274984.00,153377.82,22897448.00,804665.00,2297927.69,8822.02,12278.26,10204.00,16423.00,246560.02,57930.00,251097.11,2883298.00,6258719.18,8080.78,12289.64,10433.00,20585.00,590308.98,211755.00,2235.87,337163.00,23063.00,43654.64,92.63,95.81,95.00,279.00,34923.71,711.00,17042.59,4037299.00,303324.00,337998.57,16.20,33.62,162.00,417.00,34290.36,49503.00,26042.27,16212314.00,202265.00,1008528.34,516.49,532.46,286.00,505.00,97542.26,7986.00
2020/4/3,2020/3/29,118854532.82,35249745.00,2146945.00,14994005.00,298387.04,547736127.00,6038848.00,8580365.78,39811.45,57495.57,39040.00,65274.00,811445.55,281013.00,139178.24,21069415.00,750596.00,1421051.14,9321.86,12852.32,10801.00,17233.00,143831.53,58616.00,273823.20,3211352.00,6815751.82,9109.66,13718.00,11407.00,22118.00,634998.01,231410.00,1757.52,249498.00,16500.00,41927.72,71.14,74.87,73.00,272.00,33542.18,647.00,17259.62,4044148.00,293552.00,448970.77,20.80,44.30,208.00,552.00,47470.03,71080.00,23850.10,15196499.00,193886.00,913892.92,510.07,523.04,284.00,469.00,92533.31,7882.00
2020/4/4,2020/3/29,108398658.40,33839217.00,2261650.00,13937032.00,341123.17,612868866.00,6950058.00,12374451.36,43098.02,62800.19,42273.00,71501.00,1218564.32,310904.00,186273.07,26701094.00,962641.00,2709257.47,11177.83,15364.87,12982.00,20674.00,293640.49,72438.00,261687.10,3299832.00,6415824.44,9464.00,14442.31,11625.00,22969.00,613178.03,225081.00,2071.79,261792.00,19013.00,40987.23,82.91,86.15,85.00,281.00,32789.78,559.00,37387.50,16389747.00,305910.00,405284.45,23.20,42.60,232.00,516.00,42305.88,66928.00,25219.28,14724050.00,192306.00,945001.98,500.34,515.09,272.00,488.00,93206.40,6979.00
2020/4/5,2020/4/5,109616706.56,33617697.00,2282249.00,13854556.00,354398.83,631309203.00,7246412.00,12927569.08,43254.84,63484.44,42428.00,72438.00,1266408.89,318605.00,150038.30,24479004.00,864998.00,2316020.62,9227.98,12769.46,10706.00,17199.00,248860.54,61922.00,266110.81,3429176.00,6454180.74,8983.53,13697.87,11056.00,21910.00,616326.76,221294.00,2358.31,318676.00,24105.00,45965.74,98.59,102.51,101.00,319.00,36772.59,757.00,21734.27,6396014.00,317386.00,440898.15,21.20,39.50,212.00,480.00,43461.99,65584.00,26173.55,14351640.00,192974.00,991461.95,501.00,513.02,277.00,453.00,94953.28,6625.00
2020/4/6,2020/4/5,113230966.54,37039525.00,2222628.00,17545733.00,333783.10,570144811.00,6405926.00,12058848.28,39205.77,57040.00,38436.00,64892.00,1175747.58,286161.00,116770.54,19369301.00,661126.00,1903356.14,7680.30,10607.56,8868.00,14180.00,208086.90,48866.00,265959.28,3155471.00,6571783.70,8485.75,12967.21,10714.00,21059.00,617939.38,217916.00,2715.48,376128.00,28406.00,39400.41,72.18,75.01,74.00,218.00,31520.33,477.00,41767.70,9695946.00,564160.00,368909.87,22.80,38.10,228.00,452.00,37210.13,54284.00,26495.91,16065257.00,196261.00,876377.53,497.74,510.51,294.00,481.00,85264.15,6325.00
2020/4/7,2020/4/5,111649322.42,36168418.00,2223461.00,16180641.00,334944.43,593773511.00,6468180.00,11772109.59,38114.96,55243.60,37371.00,62781.00,1144696.77,280584.00,98975.29,18436691.00,614901.00,1733277.99,6727.06,9273.12,7772.00,12382.00,184262.28,44136.00,271744.92,3053313.00,6537219.22,8233.32,12464.20,10283.00,20022.00,611214.82,210945.00,3093.96,466303.00,32810.00,40055.42,85.80,88.56,88.00,238.00,32044.34,498.00,58943.92,12068602.00,567788.00,340259.57,18.00,33.30,180.00,404.00,34653.36,52888.00,26434.70,16979545.00,202775.00,917443.62,430.28,443.33,248.00,439.00,86269.90,6768.00
2020/4/8,2020/4/5,109795048.81,35951531.00,2221419.00,15768475.00,352699.83,604980743.00,6606058.00,11795428.63,37941.19,54989.77,37202.00,62495.00,1138649.72,282717.00,89929.72,17580919.00,592611.00,1615744.43,6303.27,8576.76,7277.00,11387.00,169084.49,41426.00,255299.98,3088396.00,6228907.33,8159.41,12327.42,10232.00,19893.00,585523.16,206417.00,2936.69,466473.00,32191.00,46506.76,98.14,102.27,101.00,294.00,37205.41,722.00,60048.90,12222522.00,570244.00,385018.68,16.40,33.88,164.00,420.00,39515.64,58452.00,25714.09,16128165.00,189811.00,841904.62,417.06,430.50,234.00,422.00,83763.85,6499.00
2020/4/9,2020/4/5,110689829.56,36656628.00,2299763.00,16218367.00,381407.49,626395269.00,6771251.00,12036935.83,38512.23,55643.60,37762.00,63177.00,1173944.35,289124.00,101348.77,19345638.00,664064.00,1754274.74,6805.42,9357.34,7873.00,12488.00,186386.85,46208.00,258114.60,3105990.00,6574565.50,8432.74,12724.43,10554.00,20328.00,606028.19,208304.00,3074.47,507140.00,35268.00,46231.06,88.64,91.88,91.00,296.00,36984.85,778.00,58391.70,11371556.00,586426.00,392264.30,18.80,33.83,188.00,408.00,40294.17,58508.00,24255.34,14518655.00,172301.00,871655.00,435.42,445.92,253.00,403.00,85218.09,6820.00
2020/4/10,2020/4/5,110993100.81,36860539.00,2313198.00,16640154.00,317871.47,595053015.00,6468159.00,11471083.93,37338.08,53389.92,36618.00,60432.00,1117771.36,273594.00,97254.62,20000938.00,675104.00,1718555.65,6603.25,8963.83,7640.00,11933.00,179898.22,44434.00,243720.91,3172132.00,6249423.59,8063.62,12017.47,10057.00,19148.00,578718.10,203286.00,3458.81,557325.00,39936.00,44896.08,72.95,75.93,75.00,301.00,35916.86,757.00,59000.00,11262542.00,588118.00,393503.11,18.00,30.84,180.00,368.00,40566.64,59092.00,24625.99,16319290.00,163870.00,716517.20,304.86,315.31,180.00,333.00,72492.22,6096.00
2020/4/11,2020/4/5,102154475.56,34921347.00,2338099.00,14862121.00,297461.41,620408653.00,6906646.00,11447008.97,37605.68,54432.03,36887.00,61851.00,1116538.06,284640.00,98567.06,21153479.00,720490.00,1636458.68,6312.22,8680.75,7303.00,11626.00,173421.86,46480.00,225781.86,3353058.00,5811332.71,7481.14,11301.72,9212.00,18038.00,545523.92,194365.00,3389.83,558245.00,39259.00,50475.44,73.89,78.39,76.00,308.00,40380.35,824.00,59675.72,11208348.00,593160.00,344618.77,12.40,24.15,124.00,296.00,36320.50,53944.00,25157.32,15899523.00,175045.00,865107.18,327.64,337.41,180.00,323.00,78050.15,5800.00
2020/4/12,2020/4/12,104915262.01,34413700.00,2392894.00,13826425.00,299911.42,636987311.00,7223278.00,11799515.12,35768.45,52412.72,35099.00,59814.00,1148038.24,293044.00,95733.23,21545007.00,736382.00,1585114.87,5894.47,8065.40,6813.00,10775.00,189695.29,44202.00,232623.37,3498673.00,5911728.52,7234.52,10990.65,8937.00,17523.00,561627.88,195748.00,3394.44,624775.00,43381.00,54899.35,76.41,80.99,79.00,355.00,43919.48,934.00,60564.38,13070904.00,688220.00,380444.19,16.80,32.65,168.00,400.00,39484.93,57560.00,26763.58,17871072.00,185398.00,836805.10,340.06,351.80,205.00,368.00,79928.89,7049.00
2020/4/13,2020/4/12,118895926.75,39924233.00,2532838.00,18764394.00,310513.31,615877386.00,6839926.00,12724999.68,39094.57,56167.98,38615.00,64067.00,1234564.70,300438.00,87645.53,19112399.00,634631.00,1549121.07,5947.06,8111.36,6876.00,10757.00,162946.57,40586.00,270706.73,3717215.00,6846435.97,8157.54,12347.84,10220.00,19961.00,634627.25,217637.00,3434.35,634748.00,41511.00,53588.14,74.88,78.82,77.00,340.00,42870.52,846.00,59454.50,12664692.00,639538.00,439243.64,16.80,30.73,168.00,372.00,44373.11,58160.00,28019.31,18933073.00,200868.00,932101.42,385.18,396.18,238.00,399.00,94638.71,7279.00
2020/4/14,2020/4/12,124817875.28,38704343.00,2512512.00,17257053.00,297892.15,612305663.00,6699535.00,13729607.36,39366.33,56483.29,38867.00,64412.00,1317430.79,318922.00,43020.09,12668902.00,399532.00,1146374.25,4264.48,5808.78,4935.00,7722.00,118620.59,30707.00,289285.63,3635997.00,7525610.97,8959.86,13346.35,11037.00,21057.00,686885.92,225933.00,3413.20,555309.00,34594.00,45082.79,65.27,69.21,67.00,290.00,36066.23,762.00,55684.60,10768814.00,506122.00,374849.28,14.80,29.55,148.00,364.00,38249.18,53316.00,29605.74,19149278.00,205132.00,1072297.84,373.08,387.01,231.00,435.00,103641.13,7513.00
2020/4/15,2020/4/12,164342498.35,40557967.00,2695302.00,17779241.00,307862.28,591093549.00,6572334.00,16393388.29,46438.20,65327.18,45890.00,74068.00,1552057.09,354887.00,41722.03,12011436.00,388165.00,1310068.34,4776.61,6485.90,5551.00,8670.00,135434.90,34166.00,335482.62,3885271.00,8809499.51,10463.22,15487.41,12783.00,24256.00,828928.55,265213.00,3473.36,549951.00,33162.00,47070.88,70.00,73.59,72.00,298.00,37656.70,688.00,56717.20,10548172.00,476012.00,483744.36,10.80,23.37,108.00,292.00,48699.80,62972.00,29402.56,19712642.00,208472.00,1242284.24,500.45,515.68,303.00,526.00,120533.37,8755.00
2020/4/16,2020/4/12,150022943.88,40855182.00,2630937.00,18375198.00,346861.08,668033931.00,7271998.00,16293062.14,48378.16,67774.31,47810.00,76748.00,1557689.49,365869.00,37776.45,11703046.00,362837.00,1150742.68,4341.24,5909.55,5044.00,7897.00,121040.75,30940.00,334487.87,3686649.00,8544480.31,10396.65,15240.72,12615.00,23637.00,776964.21,254803.00,3425.44,529025.00,32569.00,42672.20,50.58,53.69,52.00,272.00,34137.76,726.00,56174.84,10371424.00,502172.00,435988.56,16.40,31.43,164.00,384.00,44826.97,60504.00,29509.83,17388472.00,193354.00,1168443.41,485.08,499.83,287.00,503.00,115220.16,8426.00
2020/4/17,2020/4/12,140073950.46,41109676.00,2613825.00,18882848.00,297785.67,655278679.00,7110653.00,14295724.11,44307.94,62091.46,43815.00,70370.00,1383716.84,333839.00,42513.49,13488441.00,406909.00,1137014.21,4355.57,5906.09,5035.00,7874.00,118533.79,30377.00,300369.21,3549719.00,7757937.41,9499.39,13817.50,11625.00,21651.00,718587.57,239477.00,3408.51,494648.00,30206.00,38387.65,52.57,55.41,54.00,248.00,30710.12,551.00,55975.60,9457260.00,492578.00,379278.89,18.00,29.75,180.00,352.00,38439.67,54164.00,30385.66,17464210.00,195286.00,1176242.53,463.20,476.93,271.00,472.00,112601.75,8928.00
2020/4/18,2020/4/12,128500061.34,39102733.00,2732082.00,16906241.00,302599.59,693203383.00,7808055.00,14787638.39,46373.43,65432.37,45787.00,74594.00,1440784.05,357259.00,57698.56,17087165.00,517330.00,1326856.04,5151.31,7036.36,5943.00,9366.00,139245.15,36241.00,275334.18,3550870.00,7066337.82,9360.44,13654.04,11339.00,21182.00,668699.08,229329.00,3358.29,508193.00,29759.00,35304.35,46.69,49.57,49.00,230.00,28243.48,581.00,52102.96,9195346.00,447454.00,369539.33,11.60,24.17,116.00,300.00,37769.74,51496.00,29474.50,16973400.00,190423.00,1039499.89,438.06,451.52,260.00,457.00,97601.39,7907.00
2020/4/19,2020/4/19,130495758.03,38019291.00,2760370.00,15626408.00,322098.24,706125631.00,8107189.00,15262821.30,39727.26,54595.35,45368.00,74327.00,1467581.40,364256.00,44364.67,14775948.00,441553.00,1188117.41,4370.63,5945.30,5115.00,8056.00,123133.50,32192.00,270140.11,3600886.00,7295094.50,9150.33,13473.89,11051.00,20951.00,680660.50,234284.00,3162.84,528132.00,31304.00,40818.82,70.12,73.36,72.00,277.00,32655.06,620.00,54545.14,10325042.00,514994.00,364016.61,16.00,28.02,160.00,336.00,37645.57,51612.00,30393.60,17498522.00,202745.00,1251239.71,393.18,407.94,239.00,450.00,114549.57,8529.00
2020/4/20,2020/4/19,135904052.08,42672790.00,2729186.00,20795049.00,308475.84,608761877.00,7011604.00,14217628.41,36287.46,49636.44,41576.00,67920.00,1347744.03,333026.00,37904.70,13050616.00,383048.00,1137145.74,4017.28,5433.23,4678.00,7288.00,121540.58,28196.00,249268.86,3590836.00,7652106.07,8863.25,13134.56,10958.00,20811.00,696924.23,229644.00,3253.09,554798.00,29691.00,37607.20,74.02,76.72,77.00,258.00,30085.76,605.00,53957.06,9981232.00,490928.00,339775.73,16.80,26.64,168.00,312.00,34548.78,46964.00,26312.00,17018336.00,178479.00,950976.49,306.66,316.22,188.00,328.00,88104.98,6646.00
2020/4/21,2020/4/19,140806516.57,41428705.00,2743168.00,18918056.00,307296.75,608066375.00,7091861.00,14157255.11,37033.89,50294.72,42402.00,68524.00,1345787.29,333878.00,35613.02,12590634.00,378632.00,1098998.32,3938.76,5297.00,4587.00,7084.00,112692.19,27352.00,252441.27,3540697.00,8264092.47,9265.18,13611.08,11551.00,21498.00,737726.84,240588.00,3480.92,554260.00,35296.00,44748.30,70.10,73.97,72.00,290.00,35798.64,753.00,54131.34,9287448.00,522698.00,366487.26,19.60,32.99,196.00,392.00,37269.28,50276.00,24900.82,15888085.00,169026.00,1038561.50,273.16,281.70,165.00,290.00,96652.81,7002.00
2020/4/22,2020/4/19,138405798.46,41426075.00,2785200.00,18811851.00,337755.67,624527709.00,7141249.00,13899404.29,36050.24,48913.70,41263.00,66578.00,1330630.88,326179.00,42903.90,13740797.00,415231.00,1216529.76,4278.66,5766.75,4989.00,7726.00,126064.73,29546.00,254986.13,3477371.00,8063233.04,9291.10,13749.23,11478.00,21735.00,738358.97,243762.00,3168.57,502427.00,31646.00,42093.64,48.69,51.94,50.00,286.00,33674.91,695.00,50567.88,8635860.00,439602.00,377618.17,11.20,19.94,112.00,240.00,37668.97,50816.00,25610.67,16139242.00,174314.00,1028720.93,295.52,307.13,181.00,351.00,91122.63,6884.00
2020/4/23,2020/4/19,139345114.12,41459602.00,2819737.00,18738935.00,318795.70,623049394.00,7080329.00,13629762.63,34790.02,47121.52,39807.00,64022.00,1316200.50,320063.00,47220.04,14887709.00,444825.00,1261536.85,4541.95,6104.63,5290.00,8175.00,131776.84,30909.00,255824.95,3437289.00,8284516.55,9101.37,13481.55,11415.00,21441.00,759808.26,244301.00,3244.18,462817.00,30070.00,39928.94,98.53,100.88,103.00,261.00,31943.15,621.00,54270.22,9620040.00,483856.00,263245.32,18.40,34.52,184.00,420.00,26182.26,35564.00,25229.28,16994314.00,169665.00,1033542.89,353.00,363.31,211.00,362.00,99178.32,6748.00
2020/4/24,2020/4/19,129932542.05,40826115.00,2732861.00,18802922.00,276175.13,596832297.00,6682171.00,12382894.54,32813.53,44438.27,37524.00,60346.00,1192793.32,292923.00,28444.56,10564723.00,310201.00,934888.48,3406.59,4570.34,3969.00,6123.00,98440.51,23671.00,225536.68,3354485.00,7307939.48,8738.74,12814.29,10729.00,19973.00,682540.46,221562.00,3011.16,438164.00,28530.00,34092.79,79.13,80.64,81.00,214.00,27274.23,512.00,55039.34,9803274.00,487342.00,377543.11,24.40,45.44,244.00,552.00,38371.20,51684.00,22442.55,14613965.00,150757.00,783459.64,274.54,282.12,166.00,277.00,74716.21,5356.00
2020/4/25,2020/4/19,118772027.66,38434466.00,2847516.00,16705593.00,282122.08,607842351.00,7078928.00,12429714.99,33461.16,45550.06,38185.00,61718.00,1209382.92,301340.00,25699.35,9687946.00,297842.00,845567.56,3011.76,4087.62,3513.00,5518.00,87644.14,22846.00,211685.84,3473773.00,6722580.43,8239.45,12069.88,9920.00,18641.00,669507.30,207812.00,3183.43,426515.00,27237.00,29745.52,48.75,51.17,50.00,191.00,23796.42,462.00,56492.02,9610940.00,479160.00,338433.49,13.20,26.31,132.00,324.00,34722.17,47968.00,20057.20,13726064.00,151013.00,795837.58,259.20,268.22,151.00,283.00,73379.44,4989.00
2020/4/26,2020/4/26,127127010.86,38592144.00,3035718.00,16038163.00,317489.57,666688255.00,7870476.00,14071968.88,34953.64,48105.09,39903.00,65537.00,1342219.08,333403.00,30773.82,12146292.00,361265.00,971607.07,3533.02,4729.47,4125.00,6346.00,98751.91,24911.00,233505.53,3724898.00,7180404.36,8834.91,13029.30,10662.00,20146.00,674966.54,227403.00,3063.62,427839.00,29217.00,34234.14,72.25,74.19,74.00,230.00,27387.31,530.00,55701.08,9997956.00,526220.00,373589.88,12.40,21.69,124.00,260.00,38204.45,50608.00,21130.20,14743273.00,156827.00,823215.44,272.78,280.77,162.00,279.00,78058.58,4915.00
2020/4/27,2020/4/26,135945625.62,42918220.00,2969390.00,21008967.00,299130.60,623788392.00,6875822.00,12690708.38,31717.20,43063.33,36316.00,58643.00,1208527.33,293101.00,34363.85,12948054.00,373817.00,1048420.32,3738.05,5045.05,4352.00,6746.00,106213.18,26199.00,247402.16,3270829.00,7780416.38,9041.93,13223.59,11136.00,20722.00,705170.49,227664.00,2685.20,383055.00,24905.00,15236.84,27.36,28.19,28.00,79.00,12189.47,157.00,54783.28,10068248.00,493640.00,352531.42,11.60,23.89,116.00,296.00,35314.79,44364.00,21260.46,13999430.00,148579.00,681407.14,275.32,282.97,173.00,285.00,65688.16,5009.00
